"Subject" "actlabel" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
7 "STANDING" 0.253979920634921 -0.014581010687619 -0.114015077714286 -0.467890279757143 -0.347153000406349 -0.442807768396825 0.653781691587302 -0.007448059 0.0443938847095238 -0.957572561111111 -0.95121135 -0.916279593650794 0.0941492108730159 -0.0131485092714286 0.016798996784127 -0.511392514847619 -0.470547280952381 -0.678338952698413 -0.0445322538920635 -0.0861835911253968 0.0890343055079365 -0.621809658793651 -0.570936240612698 -0.523638189428571 -0.0910664071571429 -0.0479113862746032 -0.039267994408254 -0.637446786587302 -0.709774017492063 -0.640234170952381 -0.389062881698413 -0.432551538857143 -0.529537030904762 -0.48215263268254 -0.464896397492064 -0.538536788571429 -0.681649368730159 -0.690589998888889 -0.49015361805873 -0.382139934946032 -0.533905076285714 -0.461040569492064 -0.372176676650794 -0.441039171101587 -0.534118886603175 -0.494906654730159 -0.654321887460317 -0.532229386444444 -0.480602852921746 -0.701552253650794 -0.558895632909524 -0.606084721047619 -0.517677764920635 -0.645049745571429 -0.558013438357143 -0.572925600761905 -0.42429409552381 -0.527863952063492 -0.482912432050794 -0.485627003019048 -0.593991809761905 -0.585692292985714 -0.693998829365079 -0.709071511634921
7 "WALKING" 0.251609525 -0.02726466135 -0.113267647678571 -0.48405643325 -0.30688712715125 -0.460848917408929 0.5973222375 -0.00613513175 0.104035567285714 -0.959865464285714 -0.928689243392857 -0.925810445517857 0.137909314142857 0.0382547163525 0.00167985625178571 -0.524054339678571 -0.450117100191071 -0.674165754691071 -0.00888748351178571 -0.0613343376803571 0.0778487775 -0.626288957857143 -0.574556167494821 -0.497473817589286 -0.0821753752639286 -0.0475116963 -0.0616036891642857 -0.627217859446429 -0.720231723214286 -0.653323573339286 -0.382996884678571 -0.457247132678571 -0.519908831658929 -0.501698145589286 -0.461612634803571 -0.564253425839286 -0.680680153714286 -0.716934687678571 -0.503724986910714 -0.362424451978571 -0.539357212160714 -0.478138552464286 -0.325129092595714 -0.464166681267857 -0.5447352685875 -0.485773939892857 -0.651319422464286 -0.545972096021429 -0.4495384311 -0.695769228035714 -0.561345850535714 -0.611163123959821 -0.515476820196429 -0.649503441375 -0.558857425357143 -0.540777950303571 -0.460536006517857 -0.542987460535714 -0.497176769196429 -0.512381658680357 -0.613295192410714 -0.6098051175 -0.71734334125 -0.7373640675
7 "WALKING_DOWNSTAIRS" 0.252665251272727 -0.0182218503654545 -0.113951033963636 -0.475127111236364 -0.329728152476364 -0.504377485309091 0.593364415454545 0.00601405614181818 0.124349887361818 -0.965538087272727 -0.957809249272727 -0.949435422909091 0.0746773242618182 0.0547468564072727 0.034433232082 -0.506536874270909 -0.421765194109091 -0.685432104890909 -0.0638788617872727 -0.0708059722583636 0.0839880063636364 -0.617213308181818 -0.549577487836364 -0.489512526272727 -0.0745526299418182 -0.0686273169363636 -0.0216148238545455 -0.610917945454545 -0.690216319054546 -0.601782531763636 -0.3984124146 -0.477164477563636 -0.509647038272727 -0.484636705054545 -0.462489662036364 -0.550610317981818 -0.654968247872727 -0.674340193909091 -0.486488083672727 -0.359981037169091 -0.562099568581818 -0.473129409478182 -0.358403208521818 -0.5141463492 -0.529533780527273 -0.463061458472727 -0.659248262 -0.527154973356364 -0.418040382614545 -0.710205907454545 -0.547297529927273 -0.579676299072727 -0.469741066941818 -0.641188139090909 -0.538844307707273 -0.545978778472727 -0.4525207298 -0.575176799472727 -0.479226232490909 -0.497618552454545 -0.582639777709091 -0.609534692727273 -0.679456552909091 -0.691762947836364
7 "WALKING_UPSTAIRS" 0.252992909310345 -0.0154773747860517 -0.104002313462069 -0.481751638293103 -0.268838477482759 -0.421698837317241 0.712760271034483 -0.0827061251724138 0.0990530564176379 -0.965121326896552 -0.936885320689655 -0.915728055 0.106307767689655 0.0526990563068966 0.0142520870236207 -0.506330826448276 -0.416934593275862 -0.662051252603448 -0.00703097780344828 -0.081532712637069 0.102179841862069 -0.602607870706897 -0.518250662724138 -0.504808609534483 -0.0922935679162069 -0.0466073038310345 -0.0540524108741379 -0.61509142737931 -0.677680885137931 -0.638568561344828 -0.367286891272414 -0.451008791551724 -0.502487107948276 -0.461691466017241 -0.436125448431035 -0.516916737896552 -0.651792317 -0.667635886498276 -0.499069515258621 -0.319968001560345 -0.519191388086207 -0.476525900791379 -0.2914757726 -0.419148006275862 -0.531692095344828 -0.455296750706897 -0.643848997862069 -0.524384872258621 -0.414840705017241 -0.679135008241379 -0.525542362896552 -0.563255382051724 -0.507238691605172 -0.629487846982759 -0.499588734415517 -0.551976857137931 -0.435933489056897 -0.548031412551724 -0.455809666206897 -0.473485317 -0.556707290189655 -0.575993922827586 -0.671179990103448 -0.688254722310345
8 "LAYING" 0.259864487941176 -0.0182494939987206 -0.107960274235294 -0.509348116114706 -0.343890195720588 -0.507119808647059 0.605259321367647 -0.0458256434279412 0.0806865761117647 -0.969548753529412 -0.961314056470588 -0.935092913676471 0.0889585659551471 0.0380239165338235 -0.0244531837086765 -0.527578981241176 -0.459976063032353 -0.677547060294118 -0.0547673172985294 -0.0746413097794118 0.0846873132720588 -0.626186620132353 -0.581448652558823 -0.551457894105882 -0.0881817035044118 -0.0475051487819118 -0.0355869449558824 -0.6210301645 -0.705657163955882 -0.648744333682353 -0.423113324545588 -0.498990563073529 -0.529158101098529 -0.503023103661765 -0.495823675185294 -0.562270092235294 -0.672631797338235 -0.689267148573529 -0.526816215611765 -0.376841877760294 -0.557352173983824 -0.504567830514706 -0.369461621514706 -0.521273450615882 -0.547164217958824 -0.489769558455882 -0.654223129691176 -0.550134069882353 -0.464614539338235 -0.6997485755 -0.559311355102941 -0.605941928 -0.535434207929412 -0.649278402867647 -0.572515039542647 -0.600403885161765 -0.481365495014706 -0.589511984088235 -0.495167591513235 -0.517968898970588 -0.603044670441176 -0.612279910073529 -0.694488275294118 -0.705433492441176
8 "SITTING" 0.258946889545455 -0.0256102873362121 -0.101767105348485 -0.485436429362561 -0.322556636654545 -0.458321757581818 0.634300311272727 -0.0276318475812121 0.118151057686364 -0.963688391212121 -0.926599492878788 -0.924386508181818 0.0751738598954545 0.037678008424697 -0.00640258317469697 -0.499323131893939 -0.474427298225758 -0.676231163893939 -0.0428052038257576 -0.0542090177833333 0.118226678521212 -0.641866788510606 -0.56072818985 -0.546326131378788 -0.0893315041151515 -0.0565563340727273 -0.0446185164227273 -0.653697951818182 -0.698214983727273 -0.661356058939394 -0.390757176598485 -0.458956774868182 -0.517412304863636 -0.492563313413636 -0.464422157121212 -0.569306884924242 -0.676952012121212 -0.692607414310606 -0.497344866984848 -0.361526206181818 -0.540612449272727 -0.482517495613636 -0.347032371712121 -0.459961439265152 -0.530103690163636 -0.504176010551515 -0.652142016636364 -0.512477531987121 -0.478158200140909 -0.699379161666667 -0.576369946045455 -0.594589909984849 -0.53335220219697 -0.664300837848485 -0.54772853305303 -0.593626833393939 -0.453011497977273 -0.550159878787879 -0.487615670033333 -0.503954984621212 -0.601511009034848 -0.624232287484848 -0.693515113301515 -0.715118220909091
8 "STANDING" 0.259575432093023 -0.0195063534281395 -0.112023300767442 -0.513278145693023 -0.392708065534884 -0.503944519113954 0.663098367023256 -0.00373282692790697 0.0660078678883721 -0.967872685581395 -0.959539762093023 -0.934126523953488 0.0468638136558139 0.0706409786209302 -0.0244688317325581 -0.533103531441861 -0.490464018365116 -0.690160128309302 -0.074891330017907 -0.0625258997790698 0.0857355867209302 -0.641031169255814 -0.562305399837209 -0.586179834651163 -0.0635918625093023 -0.0778685861581395 -0.0676044911069767 -0.654162887930233 -0.692393685348837 -0.680054711162791 -0.443158958906977 -0.483679548690698 -0.544334361372093 -0.518538806418605 -0.494650531986047 -0.535061231186047 -0.679504052813954 -0.685207434953488 -0.531369014990698 -0.412699603388372 -0.574025788488372 -0.507835683339535 -0.422078616427907 -0.510665505167442 -0.554403329390698 -0.518381567162791 -0.667225490930233 -0.553671800848837 -0.49498913144186 -0.712562470953488 -0.579991982465116 -0.593289772302326 -0.557729826953488 -0.662389547534884 -0.552945630395349 -0.63512185372093 -0.46625782727907 -0.57551508892093 -0.518549206837209 -0.522262874093023 -0.576823082790698 -0.593040773069767 -0.690996569372093 -0.701266320348837
8 "WALKING" 0.260169355098039 -0.0189037000490196 -0.111546834 -0.542963066196078 -0.41960358330098 -0.528896533411765 0.457116915588235 0.0484597892156863 0.129833879594118 -0.963057738039216 -0.964047446078431 -0.932853753137255 0.088112523745098 0.00763940495647059 0.00220909658937255 -0.543900308054902 -0.532686252627451 -0.709683141705882 -0.0381737620686275 -0.0707970283039216 0.0676518255352941 -0.655647515376471 -0.575701448058824 -0.572247424647059 -0.0876383630392157 -0.0328612450509804 -0.0787905426235294 -0.66488760172549 -0.709370232980392 -0.661761349803922 -0.470046830509804 -0.522385598607843 -0.564027363313725 -0.537467086323529 -0.506507643490196 -0.594787356117647 -0.68443181954902 -0.707720339627451 -0.547192273098039 -0.437117415862745 -0.583390885392157 -0.543058415631373 -0.449002352352941 -0.539018542803922 -0.572521083490196 -0.549027836509804 -0.682922354705882 -0.555178847888235 -0.547702428866667 -0.7353026338 -0.595519961019608 -0.610634346111765 -0.555738083976471 -0.677497856901961 -0.56175413727451 -0.620737942076471 -0.499144810901961 -0.61172558727451 -0.521839897082353 -0.561721969333333 -0.619834050941176 -0.651753098862745 -0.709604023 -0.727143169745098
8 "WALKING_DOWNSTAIRS" 0.259649174814815 -0.0202690365296296 -0.102428778962963 -0.653464284074074 -0.506860520811111 -0.665809642222222 0.300819995185185 0.226935292555556 0.259214431133333 -0.967173044444444 -0.965350645925926 -0.959177363703704 0.112790239815926 0.0177156338962963 -0.0199958248540741 -0.690393523555556 -0.635570627555556 -0.806328372962963 -0.0268979676225926 -0.100746654037037 0.109767827074074 -0.736659376666667 -0.734937141481481 -0.667699571740741 -0.0681540072962963 -0.0482237882222222 -0.0338709237777778 -0.756162179592593 -0.834067991111111 -0.754385635037037 -0.588121653740741 -0.653549285555556 -0.690724283592593 -0.682238339222222 -0.639679495074074 -0.712478984407407 -0.794048972222222 -0.827419290740741 -0.693794471111111 -0.574710072518518 -0.727493378518518 -0.639837767259259 -0.506271095588889 -0.661004117055556 -0.713960596259259 -0.667294883814815 -0.797104867407407 -0.693944173 -0.625418056418519 -0.814676698888889 -0.685356186814815 -0.765398316666667 -0.666549346 -0.754481611481482 -0.722648225555556 -0.699908123851852 -0.653665649259259 -0.707464908148148 -0.681738058333333 -0.68459782 -0.745679155925926 -0.74377415962963 -0.829414725185185 -0.83748937037037
8 "WALKING_UPSTAIRS" 0.259616729230769 -0.0157604126988462 -0.106561436730769 -0.679306571923077 -0.535197886618462 -0.644058473346154 0.260094718461538 0.172338321692308 0.340132679457692 -0.964821187692308 -0.966338902307692 -0.961527408846154 0.099370327 -0.00976223213 -0.00243176348076923 -0.733319535769231 -0.645260058807692 -0.799462205153846 -0.00768209215769231 -0.0722414490038462 0.0762176408192308 -0.726931185923077 -0.723088358615385 -0.693904773076923 -0.109532129461538 -0.0619310950261538 -0.0495349782692308 -0.758158482284615 -0.833017621538461 -0.802381630384615 -0.609805923384615 -0.663400753076923 -0.716270612230769 -0.695910101076923 -0.628564515926923 -0.669282959615385 -0.809750013076923 -0.813613914923077 -0.707556568076923 -0.578406869411539 -0.711485501538462 -0.670028062692308 -0.544074635576923 -0.638425103269231 -0.746839491153846 -0.672300465653846 -0.782472061765385 -0.743575586230769 -0.639822301076923 -0.814828469230769 -0.705113858392308 -0.763438909384615 -0.696766888 -0.736823214230769 -0.70529787 -0.722978293115385 -0.674250243076923 -0.710237932307692 -0.696239466076923 -0.699066553846154 -0.733049575769231 -0.687554862115385 -0.820512890384615 -0.817849638253846
9 "LAYING" 0.263964619722222 -0.0163051228055556 -0.101306865944444 -0.612731758416667 -0.532656487194444 -0.619441433305556 0.498234776083333 0.1152819015 0.236586265569444 -0.958797691944444 -0.960341263888889 -0.9524813275 0.107681615694444 0.0129702935958333 0.000314766718055555 -0.637083287185 -0.612356391722222 -0.753025442222222 -0.0704523140166667 -0.0427986083333333 0.0897056055555556 -0.729406178861111 -0.683523681138889 -0.683605112416667 -0.10732862135 -0.0217818367166667 -0.0411308011944444 -0.739067395666667 -0.782756522916667 -0.74759934875 -0.56794496625 -0.587861082777778 -0.648709719027778 -0.62661478025 -0.618100549472222 -0.667093900194444 -0.766450926388889 -0.771091405472222 -0.624311831805555 -0.556696142736111 -0.667913934444444 -0.610050184888889 -0.55062391875 -0.625643265177778 -0.656085474055556 -0.638864616333333 -0.736134171222222 -0.650397081083333 -0.60925547575 -0.768870639166667 -0.677589001861111 -0.703344173555556 -0.659567454222222 -0.747694228055556 -0.679413125555556 -0.722628826416667 -0.581435949722222 -0.65716650225 -0.626971927927778 -0.629481390222222 -0.699883736666667 -0.706124771111111 -0.772740254388889 -0.785264799444444
9 "SITTING" 0.26437962375 -0.0204620004548214 -0.115199431160714 -0.758378658803571 -0.66940190213625 -0.752090967267857 0.430078411071429 0.241634597428571 0.193504989623214 -0.970427163928571 -0.951453301964286 -0.942920570714286 0.0940161196839286 -0.00262772081892857 -0.0133877644601786 -0.775457805285714 -0.735903009933929 -0.856445826785714 -0.0529769427375 -0.06590624174875 0.1059188841 -0.7994737575 -0.798334876860714 -0.760519410535714 -0.0925760974642857 -0.0360218143053571 -0.0591913056928571 -0.813264149285714 -0.867695595 -0.828378586569643 -0.71045338975 -0.749360875535714 -0.778105897321429 -0.764014518678571 -0.719517977946429 -0.761278525178571 -0.847274955 -0.858891811964286 -0.770317202573214 -0.686100898485714 -0.79175556625 -0.754704228589286 -0.681952747126786 -0.750768633607143 -0.788983235178571 -0.754639100357143 -0.845557368035714 -0.781882971839286 -0.733725466428571 -0.866040683392857 -0.767207809357143 -0.817556547857143 -0.762348502660714 -0.810969528571429 -0.790417262875 -0.782674440714286 -0.748470503928571 -0.788863538482143 -0.761615802285714 -0.768733634607143 -0.794145860535714 -0.782836485178571 -0.862734434107143 -0.863983262857143
9 "STANDING" 0.264277736666667 -0.0150695948223188 -0.107006701231884 -0.647980366318841 -0.531781030506522 -0.596348953814493 0.458883670869565 0.115969003856522 0.136296557157971 -0.96921181057971 -0.957545727101449 -0.941426219130435 0.0735198457571015 0.0163505181630435 0.00317494321608696 -0.671476015369565 -0.618439564942029 -0.770053626166667 -0.025169227167942 -0.0858731320521739 0.0789489976666667 -0.723371607811594 -0.656628015086957 -0.679624589971014 -0.111827639595652 -0.0728385110449275 -0.0584685113995652 -0.763582743478261 -0.786258083333333 -0.776373340869565 -0.574624480865217 -0.632906030913043 -0.67042404957971 -0.644164062927536 -0.605942237405797 -0.659875583492754 -0.776531203188406 -0.784176950434783 -0.670057096713043 -0.559799659057971 -0.670237505069565 -0.640912998318841 -0.548273125246377 -0.592046401957971 -0.690514252181159 -0.63722667026087 -0.756220870449275 -0.682079859724638 -0.624948542428985 -0.783006082913044 -0.683353124405797 -0.701680096376812 -0.680565299884058 -0.737982430173913 -0.637186474637681 -0.710456143101449 -0.63088788284058 -0.692231560334783 -0.641943671352174 -0.650354681434783 -0.698970799608696 -0.695294118797101 -0.790780193913043 -0.792562513333333
9 "WALKING" 0.264485266785714 -0.0140353040107143 -0.10013550325 -0.765156353571429 -0.685700930085714 -0.737211531285714 0.430442201071429 0.178149550535714 0.273760681110714 -0.977304345357143 -0.975053249285714 -0.96077521 0.0399369896071429 0.023153215475 0.0442124155107143 -0.767642552807143 -0.723481523642857 -0.846457196071429 -0.04323356925 -0.0582790126178571 0.0303076338571429 -0.827353603928571 -0.737715943178571 -0.773485778571429 -0.103191364453571 -0.0613298200107143 -0.0100177405035714 -0.8003018075 -0.849075831785714 -0.836121231071429 -0.719240559571429 -0.747050257857143 -0.77189072425 -0.747986115785714 -0.710037085607143 -0.731932450357143 -0.839100235357143 -0.839354629642857 -0.764765563964286 -0.694977619642857 -0.781486954285714 -0.766878134642857 -0.701581818857143 -0.738132291035714 -0.779591620035714 -0.735381862857143 -0.831530243928571 -0.776163068964286 -0.729854802857143 -0.860071926071429 -0.783086653571429 -0.783445432178571 -0.763478379107143 -0.8419789675 -0.718198978607143 -0.799193978928571 -0.743563004214286 -0.789110175410714 -0.748135525464286 -0.749049534642857 -0.765529436071429 -0.758099073571429 -0.843499045357143 -0.846583958928571
9 "WALKING_DOWNSTAIRS" 0.263806524666667 -0.0179515011851111 -0.114717345955556 -0.652468365733333 -0.520845591091111 -0.624268200488889 0.515717855777778 0.0650924092666667 0.100062476375556 -0.972904692 -0.963015526444444 -0.95544716 0.145140466333333 0.0128844225355556 -0.0328949697302222 -0.662017597111111 -0.615199623933333 -0.747393333555556 -0.0367622910911111 -0.0747033155111111 0.0744315192888889 -0.763575234888889 -0.707478962 -0.647089892133333 -0.0829137141733333 -0.0222344620455556 -0.0447177169022222 -0.7394252108 -0.792320455133333 -0.757306733111111 -0.581487858586667 -0.641842225977778 -0.657071867955556 -0.6385930514 -0.640943105111111 -0.692579576044444 -0.770891410266667 -0.788662022622222 -0.66015589302 -0.55319070838 -0.667875511195556 -0.650620869108889 -0.535893607926667 -0.632294289777778 -0.676813665088889 -0.634675534428889 -0.729022130111111 -0.677416848488889 -0.620400020557778 -0.764213722222222 -0.7030805852 -0.723422474177778 -0.654353272044444 -0.783969670666667 -0.702776596151778 -0.678722940822222 -0.632417089044444 -0.704513759333333 -0.636036488266667 -0.644307702773333 -0.722325007288889 -0.729026927555556 -0.795376959511111 -0.795283839
9 "WALKING_UPSTAIRS" 0.263899937592593 -0.0253790010037037 -0.117886248166667 -0.701458879261111 -0.586551597259259 -0.681112218333333 0.481036912962963 0.0693818584074074 0.196009886342593 -0.964748287592593 -0.945497886296296 -0.931759192407407 0.0912980874259259 0.0045664431 0.0151874193838889 -0.722509727092593 -0.678433702888889 -0.790362974833333 -0.0160945717388889 -0.0861732871740741 0.111367544301852 -0.762484576296296 -0.748686453851852 -0.703390658987037 -0.0827684192222222 -0.029619536737037 -0.061739556337037 -0.769249767685185 -0.817389226333333 -0.783225782037037 -0.640081234574074 -0.675964129962963 -0.715456718055556 -0.703124874444444 -0.658551786553704 -0.718243301111111 -0.798394313703704 -0.808173981055556 -0.714243255748148 -0.610594145314815 -0.718827992944444 -0.697602310314815 -0.601580190351852 -0.687457570407407 -0.738980956388889 -0.696178325251852 -0.779039035018519 -0.730626867307407 -0.68082105787037 -0.800615293148148 -0.726127357574074 -0.75978966562963 -0.695275047148148 -0.775495456111111 -0.745344062296296 -0.734032132962963 -0.666616875481482 -0.733283579105556 -0.702399399462963 -0.705809463444444 -0.749730428518519 -0.747447794814815 -0.813080148444444 -0.815343336111111
10 "LAYING" 0.267589715873016 -0.0147635672174603 -0.100920333433333 -0.76406372931746 -0.710222752701587 -0.771328958728571 0.380070932380952 0.154760759148075 0.210615012606349 -0.97700280984127 -0.969162897142857 -0.954718096190476 0.0815525360793651 0.0334664882179365 0.00195433342238095 -0.775797152269841 -0.757812820050794 -0.855257490952381 0.0185327792650794 -0.0970600479015873 0.0686840437619048 -0.82629985952381 -0.801609293650794 -0.787606089793651 -0.116352703873016 -0.0436681518553968 -0.0516238065253968 -0.824734736507936 -0.868805913333333 -0.831298593333333 -0.729751110936508 -0.756693105650794 -0.784929407126984 -0.768585636301587 -0.749059393730159 -0.77897903047619 -0.84928441968254 -0.861133001587302 -0.765641991873016 -0.722457885111111 -0.80086322968254 -0.76413237347619 -0.722646844031746 -0.773779711428571 -0.785169612222222 -0.771469073495238 -0.841052846507937 -0.786228043523809 -0.759706953952381 -0.867987769206349 -0.791866805396825 -0.817194653650794 -0.771306558428571 -0.838274023174603 -0.795301777466667 -0.813685441587302 -0.746818539984127 -0.800456620142857 -0.763802639880952 -0.776199146963492 -0.799969728095238 -0.804646957142857 -0.86052056031746 -0.872119167142857
10 "SITTING" 0.267769093611111 -0.0218535531333333 -0.109713008055556 -0.676952749216667 -0.598822242611111 -0.702629270111111 0.497699691944444 0.0614654488611111 0.221411254783333 -0.977583786111111 -0.968825980833333 -0.959852018888889 0.0712988444361111 0.00552158914694444 -0.0210580819441667 -0.688551108555556 -0.679319088436111 -0.8091077245 -0.0700542956361111 -0.0683995055555556 0.0883852333888889 -0.756670541222222 -0.765455664288889 -0.7306128465 -0.0862311794083333 -0.0634124376263889 -0.0397893936027778 -0.776970893166667 -0.848800375 -0.806142958611111 -0.635421706194444 -0.680815236388889 -0.703993545277778 -0.695175746527778 -0.687123619544444 -0.695360573333333 -0.816934138333333 -0.840370957222222 -0.700253137444444 -0.627985116666667 -0.742801252955556 -0.669116201341667 -0.610604461 -0.70689733975 -0.705131027277778 -0.693797129277778 -0.797764141083333 -0.699383965444444 -0.685337356444444 -0.819094117611111 -0.720240990833333 -0.785310486944444 -0.729599549558333 -0.7704406935 -0.758574356286111 -0.757052230555556 -0.672452433 -0.736444521361111 -0.688923186611111 -0.706632254555556 -0.752742755583333 -0.7147674545 -0.840462372222222 -0.851951751111111
10 "STANDING" 0.26824418962963 -0.0171435500333333 -0.110369197481481 -0.760398571888889 -0.684060532962963 -0.735971953888889 0.493042099888889 0.189172422092593 0.148017357051852 -0.979645582962963 -0.974201407037037 -0.96254559 0.0789776876296296 -0.0235439367644444 -0.00710136352962963 -0.761038750851852 -0.737283947777778 -0.822053206444444 -0.0572776078296296 -0.0620611792592593 0.0992093878888889 -0.777984136851852 -0.795833832962963 -0.767376753259259 -0.114711098774074 -0.0395131699222222 -0.0945179402185185 -0.819001422222222 -0.846348023333333 -0.81286215037037 -0.714087236444444 -0.745415727037037 -0.759894429925926 -0.748836362111111 -0.734813479074074 -0.739943324481481 -0.831253260888889 -0.840999679259259 -0.763793528222222 -0.69685201 -0.761561261888889 -0.760225701407407 -0.698000214444444 -0.743106592851852 -0.774264681114815 -0.750949095185185 -0.809534315555556 -0.769305447074074 -0.741240361111111 -0.833245951333333 -0.761153845851852 -0.803038704814815 -0.759146287518519 -0.786206668333333 -0.793473074074074 -0.791755798518519 -0.734148894444444 -0.791651274074074 -0.745124083962963 -0.754552042251852 -0.780582938814815 -0.761746191111111 -0.845089980444444 -0.846903635185185
10 "WALKING" 0.268310933766234 -0.0175726284883117 -0.110534653207792 -0.724682243194805 -0.605889087467532 -0.687041796415584 0.612864265324675 0.0247264693818182 0.107676201097403 -0.976361318571429 -0.967612575454545 -0.954067955584416 0.0756987354184416 0.0165289877305195 -0.0197555567991818 -0.730012340116883 -0.689848832516883 -0.81079283051948 -0.0298058029376623 -0.0760835768376623 0.0832278894051948 -0.774110683896104 -0.733206216831169 -0.703445407922078 -0.100061599275935 -0.0524826077374026 -0.0382533449727273 -0.792790321428571 -0.82285701861039 -0.796995491701299 -0.662330142948052 -0.703547440012987 -0.728681418533766 -0.717022711071429 -0.68080998261039 -0.726341233376623 -0.809973875194805 -0.813993819376623 -0.733991903755844 -0.632629963376623 -0.72821486 -0.72244067861039 -0.617746677984416 -0.690744351831169 -0.748117394597403 -0.704526765012987 -0.795291323376623 -0.736024073675325 -0.695700470792208 -0.824994653532467 -0.734739250688312 -0.754698353922078 -0.704017583701299 -0.787716418571429 -0.724641434803377 -0.731969490688312 -0.694449432027273 -0.75572318174026 -0.714303002623377 -0.723837078441558 -0.750986699220779 -0.758645632597403 -0.817381768779221 -0.823175522961039
10 "WALKING_DOWNSTAIRS" 0.268425537358491 -0.0189231656415094 -0.102647131169811 -0.717282708 -0.62180708109434 -0.680435613188679 0.519713890566038 0.109067696981132 0.147111071169811 -0.975119673018868 -0.963221571698113 -0.952688409245283 0.088008131560566 -0.0137432745935283 -0.0437202329981132 -0.735393078641509 -0.69461061274717 -0.812052491509434 -0.00527065563962264 -0.0893423775943396 0.0615140283735849 -0.781716514339623 -0.750224612207547 -0.721914379264151 -0.101638153113208 -0.0464777086509434 -0.0540125029792453 -0.792423452018868 -0.823453142396226 -0.813514705660377 -0.658080633754717 -0.703343849490566 -0.734697942358491 -0.718023492603774 -0.692884251075472 -0.723313806169811 -0.81572237 -0.816984720807547 -0.724398270886792 -0.650572100981132 -0.737292676516981 -0.715537694649057 -0.632937677018868 -0.677573645377359 -0.750585234584906 -0.712976456981132 -0.797681477792453 -0.744271283660377 -0.696626951886792 -0.825598252641509 -0.749888561618868 -0.762766296641509 -0.72686144354717 -0.793593249811321 -0.748073465226415 -0.746806650943396 -0.700701561307547 -0.751790036132076 -0.714571497716981 -0.724519239490566 -0.754709462679245 -0.752900846415094 -0.818747123528302 -0.828190966037736
10 "WALKING_UPSTAIRS" 0.268184980526316 -0.0241399725186842 -0.113120814105263 -0.807407810526316 -0.699013423447368 -0.746288000657895 0.550727779210526 0.0909932358157895 0.205666063073684 -0.979927397894737 -0.960926964210526 -0.953221740263158 0.0965147862236842 0.0157274800433947 -0.0249914656894737 -0.800010252105263 -0.749136231368421 -0.835069906315789 -0.040087708331579 -0.0694777537368421 0.0944125301381579 -0.838363206842105 -0.795077457210526 -0.787951047894737 -0.124205719236842 -0.0472191991657895 -0.0601880249715789 -0.823356179210526 -0.837673676789474 -0.839453670526316 -0.746606675684211 -0.782297997368421 -0.787445323710526 -0.772282451652632 -0.772735231526316 -0.788745337736842 -0.835774331368421 -0.828655516184211 -0.809032472105263 -0.712765003197368 -0.77947813385 -0.807592955263158 -0.711282063605263 -0.749086011684211 -0.811377608157895 -0.769810193157895 -0.828606190921053 -0.806271753157895 -0.7442833414 -0.840340268597368 -0.804064670526316 -0.810853731210526 -0.789957316315789 -0.850533983947368 -0.788633457039474 -0.807344300526316 -0.773674310026316 -0.821875843421053 -0.773701930552632 -0.771509183131579 -0.805250879578947 -0.817015790289474 -0.837226747394737 -0.829680746578947
